AEECLSID_ASD5,0x0103f617,system,brewcore
AEECLSID_ASD6,0x0103f618,system,brewcore
AEECLSID_PROTO,0x01005000,system,brewcore
AEECLSID_QoSFilter,0x0102b6cc,networking,networking
AEECLSID_ASD1,0x0103f613,system,brewcore
AEECLSID_QFONT20B,0x0104121a,apps,mam
AEECLSID_ASD3,0x0103f615,system,brewcore
AEECLSID_ALARMCODECNTR,0x01030130,system,brewcore
AEEIID_IPubKey,0x01034502,system,componentservices
AEECLSID_ASD8,0x0103f61a,system,brewcore
AEECLSID_ASD9,0x0103f61b,system,brewcore
AEECLSID_McastControlService2,0x0106e955,system,brewcore
AEEIID_IVectorModel2,0x0108c6dc,apps,mam
AEECLSID_CALLHISTORY_30,0x0100200c,system,brewcore
AEECLSID_CTFSampleDbCreation,0x0108cb9f,databases,icontacts
AEEIID_IXYContainer,0x01015954,ui,widgets
AEEIID_IForceFeed,0x0101eb0b,system,brewcore
AEECLSID_OATQOSBUNDLE,0x01036c9d,system,brewcore
AEEIID_IMailSlot,0x0105e808,system,componentservices
AEECLSID_BTConnection,0x01060fd4,connectivity,bluetooth
AEECLSID_OATMediaWMApp,0x0108aaba,media,multimedia
AEECLSID_LOCATIONSERVER,0x010212b8,hardware,gps
AEECLSID_DefaultTextController,0x010551c7,ui,widgets
AEECLSID_vJournal,0x0105f4c0,databases,vcard
AEECLSID_OEMBUTTONTC,0x01057d60,ui,widgets
AEECLSID_BASE,0x01001030,system,brewcore
AEECLSID_AES_DECRYPT,0x01001044,system,brewcore
AEECLSID_Form,0x01028e47,ui,widgets
AEECLSID_ResCtlSound,0x0101e449,system,brewcore
AEECLSID_OATCONTENTPREVIEWAPP_USER,0x0107ecc0,media,contentdrm
AEECLSID_DEVNOTIFIER,0x0103cf22,system,brewcore
AEECLSID_FONT_BASIC12B,0x0100a009,system,brewcore
AEECLSID_KMailbox0,0x0103e6a5,system,brewcore
AEECLSID_USBCompositor_GWOnly,0x01093e3e,hardware,usbdevice
AEEIID_MEMPOOL,0x010451b6,deprecated,isqldbcshim
AEECLSID_THREADTEST_K,0x0103f107,system,componentservices
AEECLSID_CODESIGPOLICY,0x0103f8ec,system,componentservices
AEECLSID_FONT_STANDARD9,0x010377eb,ui,fonts
AEEIID_ISysClock,0x0103d845,system,componentservices
AEEIID_IAnnunciatorControl,0x010628c9,system,brewcore
AEECLSID_OATUSBDRIVER,0x01045875,deprecated,usbdriver
AEECLSID_NEOCOREAPP,0x12345678,system,brewcore
AEECLSID_SERVINGSYSTEMMODEMODEL,0x0103a751,apps,mam
AEEIID_IWebResp,0x01005002,networking,web
AEECLSID_PrivSetTestSvcClass_K,0x01072682,system,componentservices
AEEIID_IMcastBundle,0x0106d84e,system,brewcore
AEECLSID_MEDIAAAC,0x0100550b,system,brewcore
AEECLSID_QFONT11B,0x0107d1f4,apps,mam
AEECLSID_OAT_USER,0x0103cf55,system,brewcore
AEECLSID_CONTACTSMODEL,0x0102fb90,apps,softkeyappsuite
AEEIID_IListModel,0x01015936,ui,widgets
AEECLSID_vFreeBusy,0x0105f4c4,databases,vcard
AEECLSID_OEMFileSystem2,0x010726d7,system,componentservices
AEECLSID_AppFrame4,0x01013827,ui,display
AEECLSID_OATIHIDAPP_USER,0x0107e825,hardware,hid
AEECLSID_DummyModB,0x010875ba,security,modulemanager
AEECLSID_SMSSTORAGE,0x0100500b,system,brewcore
AEECLSID_AppFrame3,0x01013826,ui,display
AEECLSID_UIMDBSNE_SERVICE,0x01070025,databases,icontacts
AEECLSID_RADIOWIDGET_1,0x01028e0c,ui,widgets
AEECLSID_QoSBundleTest,0x0103ece9,system,brewcore
AEEIID_IPubKeyEng,0x01034503,system,componentservices
AEECLSID_OATPLATFORMAPP,0x01075561,system,brewcore
AEECLSID_PDTest,0x0106fa20,system,brewcore
AEECLSID_LOCALEHI,0x0103a1e7,system,locales
AEEIID_SMSSTORAGE2,0x01038cc8,telephony,sms
AEEIID_IHID,0x0106c38d,hardware,hid
AEECLSID_SoundIQI,0x01074f54,system,concurrency
AEECLSID_LOCALEHE,0x0103a1e8,system,locales
AEECLSID_OATRESOURCEEEXT,0x010731c5,system,brewcore
AEECLSID_dbcTest,0x0106c373,databases,dbc
AEECLSID_FILESYSTEMTEST,0x0101f837,system,componentservices
AEECLSID_OATDISPLAYAPP,0x010754bc,system,brewcore
AEECLSID_RANDOMPORTTEST,0x0102ef16,system,brewcore
AEECLSID_USE_NW_INTERFACES_APP,0x0103dbf6,system,brewcore
AEECLSID_CONTACTSFDN,0x01075c52,databases,icontacts
AEECLSID_OATACL,0x01023957,system,brewcore
AEECLSID_OATHATDISABLEAPP_USER,0x01079aaa,system,brewcore
AEECLSID_BLOCK_DES,0x0102ccca,deprecated,legacybrewcrypto
AEECLSID_CaretWidget,0x01028e0a,ui,widgets
AEECLSID_WARNDIALOG,0x01028e45,ui,widgets
AEEIID_IASExtension,0x01078f14,languages,flash
AEECLSID_ACMPriorityValue,0x0108c044,system,concurrency
